slug,title,author,isbn,price,inventory,genre,format,description,image_url
"origin-a-novel-robert-langdon-0525563709","Origin: A Novel (Robert Langdon)","Dan Brown","0525563709","8.35","50","Action & Adventure","Hardcover","Origin: A Novel (Robert Langdon) is a highly reviewed Amazon bestselling action & adventure title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51nwmurvS4L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"room-on-the-broom-0142501123","Room on the Broom","Julia Donaldson","0142501123","6.98","50","Science Fiction & Fantasy","Hardcover","Room on the Broom is a highly reviewed Amazon bestselling science fiction & fantasy title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/61717NOl-IL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-keeper-of-happy-endings-1542021472","The Keeper of Happy Endings","Barbara Davis","1542021472","10.99","50","Genre Fiction","Kindle","The Keeper of Happy Endings is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41sekdLyVCS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"catching-fire-the-hunger-games-0439023491","Catching Fire (The Hunger Games)","Suzanne Collins","0439023491","2.00","50","Teen & Young Adult","Paperback","Catching Fire (The Hunger Games) is a highly reviewed Amazon bestselling teen & young adult title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41PtN1LzI+L._SY344_BO1,204,203,200_.jpg"
"catching-fire-hunger-games-2-0545586178","Catching Fire |Hunger Games|2","Suzanne Collins","0545586178","7.98","50","Teen & Young Adult","Hardcover","Catching Fire |Hunger Games|2 is a highly reviewed Amazon bestselling teen & young adult title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51dpy3PTIXL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"the-great-alone-a-novel-1250229537","The Great Alone: A Novel","Kristin Hannah","1250229537","11.69","50","Genre Fiction","Hardcover","The Great Alone: A Novel is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41kWRgO3C2L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-hobbit-0007611625","The Hobbit","J.R.R. Tolkien","0007611625","27.23","50","Teen & Young Adult","Paperback","The Hobbit is a highly reviewed Amazon bestselling teen & young adult title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51bswAZD4zL._SX218_BO1,204,203,200_QL40_ML2_.jpg"
"the-hobbit-054792822x","The Hobbit","J. R. R. Tolkien","054792822X","12.92","50","Teen & Young Adult","Hardcover","The Hobbit is a highly reviewed Amazon bestselling teen & young adult title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/413V3sIKSJL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics-9780143125471","The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics","Daniel James Brown","9780143125471","9.29","50","History","Hardcover","The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics is a highly reviewed Amazon bestselling history title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41MZY+anwcL._SY344_BO1,204,203,200_.jpg"
"the-boys-in-the-boat-9781410459541","The Boys In The Boat","Daniel James Brown","9781410459541","32.99","50","History","Paperback","The Boys In The Boat is a highly reviewed Amazon bestselling history title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/511aK1sJA3L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-secret-1582701709","The Secret","Rhonda Byrne","1582701709","11.62","50","Religion & Spirituality","Paperback","The Secret is a highly reviewed Amazon bestselling religion & spirituality title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51RQ5km2gkL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-intelligent-investor-rev-ed-the-definitive-book-on-value-investing-9780060555665","The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing","Benjamin GrahamJason Zweig","9780060555665","14.29","50","Business & Money","Kindle","The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing is a highly reviewed Amazon bestselling business & money title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41vQ4DGEmoL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"sooley-a-novel-0385547684","Sooley: A Novel","John Grisham","0385547684","15.67","50","Genre Fiction","Paperback","Sooley: A Novel is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41xFSVEhMHL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"sooley-a-novel-random-house-large-print-0593459318","Sooley: A Novel (Random House Large Print)","John Grisham","0593459318","22.49","50","Genre Fiction","Hardcover","Sooley: A Novel (Random House Large Print) is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41WOGaeKsmL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-institute-a-novel-1982110562","The Institute: A Novel","Stephen King","1982110562","14.96","50","Mystery, Thriller & Suspense","Paperback","The Institute: A Novel is a highly reviewed Amazon bestselling mystery, thriller & suspense title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51TNIcVTzPL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"chicka-chicka-boom-boom-9780689835681","Chicka Chicka Boom Boom","John Archambault","9780689835681","8.99","50","Literature & Fiction","Hardcover","Chicka Chicka Boom Boom is a highly reviewed Amazon bestselling literature & fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41kuD3x+5BL._SY344_BO1,204,203,200_.jpg"
"chicka-chicka-boom-boom-book-cd-1416927182","Chicka Chicka Boom Boom (Book & CD)","John Archambault","1416927182","7.26","50","Literature & Fiction","Hardcover","Chicka Chicka Boom Boom (Book & CD) is a highly reviewed Amazon bestselling literature & fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51eLM3zqdKL._SX218_BO1,204,203,200_QL40_ML2_.jpg"
"chicka-chicka-boom-boom-board-book-9781442450707","Chicka Chicka Boom Boom (Board Book)","John Archambault","9781442450707","4.59","50","Literature & Fiction","Hardcover","Chicka Chicka Boom Boom (Board Book) is a highly reviewed Amazon bestselling literature & fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51wfzW0QnXL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"big-little-lies-0399167064","Big Little Lies","Liane Moriarty","0399167064","14.43","50","Mystery, Thriller & Suspense","Paperback","Big Little Lies is a highly reviewed Amazon bestselling mystery, thriller & suspense title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/510gP8gOxAL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"blue-moon-a-jack-reacher-novel-039959356x","Blue Moon: A Jack Reacher Novel","Lee Child","039959356X","7.48","50","Action & Adventure","Hardcover","Blue Moon: A Jack Reacher Novel is a highly reviewed Amazon bestselling action & adventure title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51JcSThDTqL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"magnolia-table-9780062820150","Magnolia Table","Joanna GainesMarah Stets","9780062820150","16.59","50","Cookbooks, Food & Wine","Kindle","Magnolia Table is a highly reviewed Amazon bestselling cookbooks, food & wine title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51iDWMHbdhL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-family-upstairs-a-novel-1501190113","The Family Upstairs: A Novel","Lisa Jewell","1501190113","12.96","50","Women's Fiction","Hardcover","The Family Upstairs: A Novel is a highly reviewed Amazon bestselling women's fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41HMn2XxZfL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"rhythm-of-war-book-four-of-the-stormlight-archive-the-stormlight-archive-4-0765326388","Rhythm of War: Book Four of The Stormlight Archive (The Stormlight Archive, 4)","Brandon Sanderson","0765326388","20.99","50","Action & Adventure","Paperback","Rhythm of War: Book Four of The Stormlight Archive (The Stormlight Archive, 4) is a highly reviewed Amazon bestselling action & adventure title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51cmca1DNWL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"carson-dellosa-colors-and-shapes-flash-cards-double-sided-essential-shapes-basic-colors-names-with-illustrations-early-math-and-reading-comprehension-practice-set-54-pc-0769646891","Carson Dellosa Colors and Shapes Flash Cards—Double-Sided, Essential Shapes, Basic Colors, Names With Illustrations, Early Math and Reading Comprehension Practice Set (54 pc)","Brighter Child (Compiler)","0769646891","2.99","50","Early Learning","Hardcover","Carson Dellosa Colors and Shapes Flash Cards—Double-Sided, Essential Shapes, Basic Colors, Names With Illustrations, Early Math and Reading Comprehension Practice Set (54 pc) is a highly reviewed Amazon bestselling early learning title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51DStEaD4pL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"harry-potter-and-the-half-blood-prince-book-6-0307283658","Harry Potter and the Half-Blood Prince (Book 6)","J.K. Rowling","0307283658","51.03","50","Growing Up & Facts of Life","Hardcover","Harry Potter and the Half-Blood Prince (Book 6) is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51mnCyAWskL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"harry-potter-and-the-half-blood-prince-book-6-0439784549","Harry Potter and the Half-Blood Prince (Book 6)","J. K. Rowling","0439784549","14.74","50","Growing Up & Facts of Life","Paperback","Harry Potter and the Half-Blood Prince (Book 6) is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51uO1pQc5oL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"where-the-wild-things-are-0060254920","Where the Wild Things Are","Maurice Sendak","0060254920","13.20","50","Science Fiction & Fantasy","Paperback","Where the Wild Things Are is a highly reviewed Amazon bestselling science fiction & fantasy title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/61zGOvBSgAL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"a-kingdom-of-flesh-and-fire-a-blood-and-ash-novel-blood-and-ash-series-1952457114","A Kingdom of Flesh and Fire: A Blood and Ash Novel (Blood And Ash Series)","Jennifer L. Armentrout","1952457114","18.28","50","Romance","Hardcover","A Kingdom of Flesh and Fire: A Blood and Ash Novel (Blood And Ash Series) is a highly reviewed Amazon bestselling romance title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51sA-FQmoYL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"percy-jackson-and-the-olympians-hardcover-boxed-set-142314189x","Percy Jackson and the Olympians Hardcover Boxed Set","Rick Riordan","142314189X","47.49","50","Fairy Tales, Folk Tales & Myths","Paperback","Percy Jackson and the Olympians Hardcover Boxed Set is a highly reviewed Amazon bestselling fairy tales, folk tales & myths title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41z-8vDsRgL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"percy-jackson-and-the-olympians-5-book-paperback-boxed-set-new-covers-w-poster-percy-jackson-the-olympians-1484707230","Percy Jackson and the Olympians 5 Book Paperback Boxed Set (new covers w/poster) (Percy Jackson & the Olympians)","Rick Riordan","1484707230","18.80","50","Fairy Tales, Folk Tales & Myths","Hardcover","Percy Jackson and the Olympians 5 Book Paperback Boxed Set (new covers w/poster) (Percy Jackson & the Olympians) is a highly reviewed Amazon bestselling fairy tales, folk tales & myths title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41d3Xl4fSFS._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"how-to-catch-a-unicorn-1492669733","How to Catch a Unicorn","Adam WallaceAndy Elkerton","1492669733","5.49","50","Animals","Paperback","How to Catch a Unicorn is a highly reviewed Amazon bestselling animals title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51YnKgQocxL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"giraffes-can-t-dance-0545392551","Giraffes Can't Dance","Giles AndreaeGuy Parker-Rees","0545392551","6.28","50","Arts, Music & Photography","Hardcover","Giraffes Can't Dance is a highly reviewed Amazon bestselling arts, music & photography title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51e0cJkzC0L._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"hillbilly-elegy-movie-tie-in-a-memoir-of-a-family-and-culture-in-crisis-0063045982","Hillbilly Elegy [movie tie-in]: A Memoir of a Family and Culture in Crisis","J. D. Vance","0063045982","9.47","50","Biographies & Memoirs","Hardcover","Hillbilly Elegy [movie tie-in]: A Memoir of a Family and Culture in Crisis is a highly reviewed Amazon bestselling biographies & memoirs title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51aK9ixl7tL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"hillbilly-elegy-a-memoir-of-a-family-and-culture-in-crisis-9780062300546","Hillbilly Elegy: A Memoir of a Family and Culture in Crisis","J. D. Vance","9780062300546","12.35","50","Biographies & Memoirs","Paperback","Hillbilly Elegy: A Memoir of a Family and Culture in Crisis is a highly reviewed Amazon bestselling biographies & memoirs title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51gufUMfXZL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-next-wife-154202594x","The Next Wife","Kaira Rouda","154202594X","7.49","50","Mystery, Thriller & Suspense","Library Binding","The Next Wife is a highly reviewed Amazon bestselling mystery, thriller & suspense title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/419gCo6BmJL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"i-am-confident-brave-beautiful-a-coloring-book-for-girls-0692927999","I Am Confident, Brave & Beautiful: A Coloring Book for Girls","Hopscotch Girls","0692927999","6.99","50","Growing Up & Facts of Life","Hardcover","I Am Confident, Brave & Beautiful: A Coloring Book for Girls is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/61eysdZ+1RL._SY344_BO1,204,203,200_.jpg"
